person_age,person_gender,person_ethnicity,person_injury_severity,driver_license_class,person_age
32,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,A - CLASS A,32
49,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,49
49,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,49
56,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,BM - CLASS B AND M,56
63,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,63
18,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,18
34,1 - MALE,98 - OTHER,N - NOT INJURED,C - CLASS C,34
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,A - CLASS A,28
55,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,55
19,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,19
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,28
52,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,52
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,29
74,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,74
46,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,A - CLASS A,46
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,28
23,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,23
22,1 - MALE,W - WHITE,N - NOT INJURED,98 - OTHER/OUT OF STATE,22
44,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,44
29,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,29
41,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,41
47,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,47
21,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,21
31,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,31
57,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,57
49,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,49
27,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,27
39,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,39
31,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,31
18,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,18
68,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,68
40,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,40
59,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,59
48,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,48
22,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,22
42,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,42
45,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,45
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,24
63,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,63
52,1 - MALE,W - WHITE,N - NOT INJURED,98 - OTHER/OUT OF STATE,52
22,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,22
31,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,31
70,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,70
40,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,40
31,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,31
53,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,53
27,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,A - CLASS A,27
50,2 - FEMALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,50
74,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,74
25,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,25
58,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,58
60,1 - MALE,98 - OTHER,N - NOT INJURED,CM - CLASS C AND M,60
42,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,42
39,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,39
41,2 - FEMALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,41
47,2 - FEMALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,47
70,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,70
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,24
58,2 - FEMALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,58
52,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,52
23,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,23
58,1 - MALE,H - HISPANIC,K - FATAL INJURY,CM - CLASS C AND M,58
25,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,25
42,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,42
30,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,30
33,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,33
43,1 - MALE,98 - OTHER,K - FATAL INJURY,A - CLASS A,43
45,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,45
46,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,46
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,25
24,1 - MALE,H - HISPANIC,N - NOT INJURED,98 - OTHER/OUT OF STATE,24
40,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,40
21,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,21
36,1 - MALE,W - WHITE,C - POSSIBLE INJURY,99 - UNKNOWN,36
38,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,38
28,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,28
30,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,30
47,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,47
63,1 - MALE,W - WHITE,99 - UNKNOWN,CM - CLASS C AND M,63
25,1 - MALE,B - BLACK,N - NOT INJURED,C - CLASS C,25
72,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,72
66,1 - MALE,W - WHITE,N - NOT INJURED,98 - OTHER/OUT OF STATE,66
49,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,49
27,1 - MALE,W - WHITE,N - NOT INJURED,5 - UNLICENSED,27
72,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,72
27,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,27
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,28
33,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,A - CLASS A,33
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,25
63,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,63
20,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,20
59,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,59
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,29
25,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,25
67,1 - MALE,W - WHITE,K - FATAL INJURY,C - CLASS C,67
67,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,67
27,1 - MALE,B - BLACK,C - POSSIBLE INJURY,CM - CLASS C AND M,27
44,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,44
18,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,18
56,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,56
27,1 - MALE,H - HISPANIC,K - FATAL INJURY,5 - UNLICENSED,27
56,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,56
39,1 - MALE,98 - OTHER,C - POSSIBLE INJURY,A - CLASS A,39
41,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,41
43,1 - MALE,98 - OTHER,N - NOT INJURED,CM - CLASS C AND M,43
25,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,25
50,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,50
44,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,44
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,28
51,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,51
23,1 - MALE,98 - OTHER,A - SUSPECTED SERIOUS INJURY,C - CLASS C,23
58,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,58
32,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,32
21,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,21
31,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,31
57,1 - MALE,W - WHITE,K - FATAL INJURY,98 - OTHER/OUT OF STATE,57
18,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,18
31,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,A - CLASS A,31
58,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,58
52,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,52
52,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,52
33,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,33
42,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,42
42,1 - MALE,H - HISPANIC,99 - UNKNOWN,98 - OTHER/OUT OF STATE,42
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,24
57,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,57
59,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,59
30,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,30
22,1 - MALE,A - ASIAN,B - SUSPECTED MINOR INJURY,C - CLASS C,22
29,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,29
65,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,65
58,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,58
60,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,60
46,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,46
57,2 - FEMALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,57
22,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,22
22,1 - MALE,98 - OTHER,C - POSSIBLE INJURY,CM - CLASS C AND M,22
22,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,22
45,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,45
31,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,31
70,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,70
41,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,41
38,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,38
53,1 - MALE,W - WHITE,K - FATAL INJURY,C - CLASS C,53
67,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,67
31,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,31
58,2 - FEMALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,58
29,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,29
16,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,16
47,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,M - CLASS M,47
24,1 - MALE,B - BLACK,N - NOT INJURED,5 - UNLICENSED,24
33,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,33
no data,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,no data
41,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,41
48,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,48
34,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,34
28,1 - MALE,B - BLACK,C - POSSIBLE INJURY,5 - UNLICENSED,28
18,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,C - CLASS C,18
43,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,B - CLASS B,43
25,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,5 - UNLICENSED,25
33,2 - FEMALE,98 - OTHER,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,33
70,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,70
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
19,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,19
59,2 - FEMALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,59
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,29
59,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,59
38,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,38
34,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,34
27,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,A - CLASS A,27
18,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,18
51,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,51
31,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,31
35,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,35
29,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,A - CLASS A,29
55,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,55
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,20
47,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,47
42,1 - MALE,B - BLACK,C - POSSIBLE INJURY,CM - CLASS C AND M,42
36,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,36
54,1 - MALE,B - BLACK,C - POSSIBLE INJURY,99 - UNKNOWN,54
25,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,25
47,2 - FEMALE,B - BLACK,C - POSSIBLE INJURY,CM - CLASS C AND M,47
26,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,26
51,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,A - CLASS A,51
34,1 - MALE,B - BLACK,99 - UNKNOWN,98 - OTHER/OUT OF STATE,34
61,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,61
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,19
65,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,65
19,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,5 - UNLICENSED,19
47,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,47
46,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,46
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,24
56,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,A - CLASS A,56
65,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,65
45,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,45
55,1 - MALE,no data,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,55
21,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,21
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,19
16,1 - MALE,H - HISPANIC,N - NOT INJURED,5 - UNLICENSED,16
25,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,25
56,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,56
21,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,21
22,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,22
28,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,28
18,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,18
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,19
31,1 - MALE,A - ASIAN,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,31
25,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,25
32,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,32
45,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,45
38,1 - MALE,B - BLACK,K - FATAL INJURY,CM - CLASS C AND M,38
19,1 - MALE,A - ASIAN,C - POSSIBLE INJURY,CM - CLASS C AND M,19
29,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,29
47,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,47
33,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,33
50,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,50
45,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,45
38,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,38
53,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,53
27,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,M - CLASS M,27
34,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,34
27,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,27
22,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,22
55,1 - MALE,W - WHITE,99 - UNKNOWN,CM - CLASS C AND M,55
29,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,29
70,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,70
36,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,36
17,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,17
22,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,22
30,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,30
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,24
73,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,73
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,B - CLASS B,28
37,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,37
26,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,26
53,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,53
35,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,35
30,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,30
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,19
31,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,31
41,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,41
49,1 - MALE,H - HISPANIC,K - FATAL INJURY,CM - CLASS C AND M,49
50,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,50
50,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,50
44,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,44
32,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,32
66,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,66
63,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,63
21,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,21
24,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,24
44,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,A - CLASS A,44
57,1 - MALE,B - BLACK,K - FATAL INJURY,C - CLASS C,57
53,1 - MALE,W - WHITE,C - POSSIBLE INJURY,A - CLASS A,53
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,29
25,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,25
45,1 - MALE,B - BLACK,K - FATAL INJURY,CM - CLASS C AND M,45
17,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,5 - UNLICENSED,17
35,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,35
no data,1 - MALE,W - WHITE,C - POSSIBLE INJURY,99 - UNKNOWN,no data
45,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,45
59,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,59
30,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,30
31,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,31
35,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,35
31,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,31
42,2 - FEMALE,H - HISPANIC,K - FATAL INJURY,C - CLASS C,42
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,25
52,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,52
46,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,46
46,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,46
65,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,65
24,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,24
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,25
44,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,44
22,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,22
67,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,67
49,1 - MALE,W - WHITE,C - POSSIBLE INJURY,5 - UNLICENSED,49
61,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,61
37,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,37
27,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,27
19,1 - MALE,W - WHITE,N - NOT INJURED,M - CLASS M,19
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,19
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,25
37,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,37
56,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,56
36,1 - MALE,H - HISPANIC,K - FATAL INJURY,C - CLASS C,36
19,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,19
27,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,27
62,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,62
32,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,32
53,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,53
50,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,50
64,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,64
53,1 - MALE,W - WHITE,K - FATAL INJURY,AM - CLASS A AND M,53
42,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,42
19,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,19
39,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,39
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,19
31,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,31
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,28
