crash_id,person_age,charge,person_ethnicity,financial_responsibility_type,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,driver_license_endorsements,driver_drug_test_result,driver_license_state,driver_license_type,person_injury_severity
16254725,29,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-02-16,FRIDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16257931,21,"NO INSURANCE, DWLI- SURCHARGE DUE/ NO TX DL",W - WHITE,no data,2018-02-16,FRIDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
16264714,26,NO CHARGES,W - WHITE,no data,2018-02-16,FRIDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,WI - WISCONSIN,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16264779,67,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-16,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16258442,62,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-17,SATURDAY,1 - MALE,1 - NOT WORN,AM - CLASS A AND M,"TANK VEHICLE, HAZARDOUS MATERIALS, DOUBLE/TRIPLE TRAILER",97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,A - SUSPECTED SERIOUS INJURY
16261379,42,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-17,SATURDAY,2 - FEMALE,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16268261,33,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-17,SATURDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,OK - OKLAHOMA,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16255550,57,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-18,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16258089,27,NO CHARGES,B - BLACK,no data,2018-02-18,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,TN - TENNESSEE,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16258540,39,DRIVING WHILE INTOXICATED/MISD,H - HISPANIC,no data,2018-02-18,SUNDAY,1 - MALE,99 - UNKNOWN IF WORN,A - CLASS A,"PASSENGER, TANK VEHICLE, HAZARDOUS MATERIALS, SCHOOL BUS",97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,N - NOT INJURED
16260343,28,NO CHARGES,no data,no data,2018-02-18,SUNDAY,99 - UNKNOWN,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16260717,30,"EXPIRED REGISTRATION, NO RESTRICTED CLASS M LICENSE",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-18,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16261750,54,DRIVING WHILE INTOXICATED - 2ND,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-18,SUNDAY,1 - MALE,1 - NOT WORN,A - CLASS A,TANK VEHICLE,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,B - SUSPECTED MINOR INJURY
16263028,no data,NO CHARGES,99 - UNKNOWN,no data,2018-02-18,SUNDAY,99 - UNKNOWN,99 - UNKNOWN IF WORN,99 - UNKNOWN,UNKNOWN,97 - NOT APPLICABLE,UN - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN
16264620,37,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-02-18,SUNDAY,1 - MALE,99 - UNKNOWN IF WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16267779,27,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-18,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16268559,26,NO CHARGES,H - HISPANIC,no data,2018-02-18,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16268635,23,"NO DRIVERS LICENSE, UNSAFE SPEED",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-18,SUNDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,A - SUSPECTED SERIOUS INJURY
16274089,51,DRIVING WHILE INTOXICATED 3RD OR MORE,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-02-18,SUNDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16277523,31,FAIL TO MAINT FINANCIAL RESPONSIBILITY,W - WHITE,no data,2018-02-18,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16332636,23,NO CHARGES,W - WHITE,no data,2018-02-18,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",98 - OTHER/OUT OF STATE,OTHER/OUT OF STATE,97 - NOT APPLICABLE,MN - MINNESOTA,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16258265,59,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-02-19,MONDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16259998,38,FAIL TO DRIVE IN SINGLE LANE,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-19,MONDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,99 - UNKNOWN
16260336,54,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-19,MONDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16260669,19,"FAILED TO DRIVE IN SINGLE LANE, NO MOTORCYCLE LICENSE, FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY",H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-02-19,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",98 - OTHER/OUT OF STATE,OTHER/OUT OF STATE,97 - NOT APPLICABLE,CA - CALIFORNIA,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16264348,60,"NO DRIVER LICENSE, FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY, OPERATE UNREGISTERED MOTOR VEHICLE",W - WHITE,no data,2018-02-19,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
16270174,no data,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-19,MONDAY,1 - MALE,99 - UNKNOWN IF WORN,99 - UNKNOWN,UNKNOWN,97 - NOT APPLICABLE,UN - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN
16271274,71,NO CHARGES,B - BLACK,1 - LIABILITY INSURANCE POLICY,2018-02-19,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16273508,32,NO CHARGES,W - WHITE,no data,2018-02-19,MONDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16275784,18,NO CHARGES,W - WHITE,no data,2018-02-19,MONDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
16259084,23,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-20,TUESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16268339,22,"NO RESTRICTED CLASS M LICENSE, MOTOR DRIVEN CYCLE",H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-02-20,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16273619,44,"EXP REG, FTMFR, EXP DL, NO ""M"" ENDORSEMENT",H - HISPANIC,no data,2018-02-21,WEDNESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16265981,26,"NO OPERATOR'S LICENSE, NO CLASS ""M"" ENDORSEMENT, FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY",H - HISPANIC,no data,2018-02-22,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,C - POSSIBLE INJURY
16264962,25,DWI 2ND,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-02-23,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16266149,21,"UNSAFE SPEED, FAIL TO REPORT NON-INJURY CRASH AT ONCE",W - WHITE,no data,2018-02-23,FRIDAY,1 - MALE,99 - UNKNOWN IF WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,99 - UNKNOWN
16270560,18,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-23,FRIDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16274074,22,NO CHARGES,W - WHITE,no data,2018-02-24,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16335199,21,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-02-24,SATURDAY,1 - MALE,99 - UNKNOWN IF WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,N - NOT INJURED
16266845,41,UNSAFE SPEED,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-02-25,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,C - POSSIBLE INJURY
16267359,33,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-02-25,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",B - CLASS B,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16271404,59,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-25,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",AM - CLASS A AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,A - SUSPECTED SERIOUS INJURY
16272445,43,DRIVING WHILE INTOXICATED 1ST,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-25,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",AM - CLASS A AND M,"DOUBLE/TRIPLE TRAILER, TANK VEHICLE WITH HAZARDOUS MATERIALS",97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16277521,46,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2018-02-25,SUNDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,OTHER/OUT OF STATE,97 - NOT APPLICABLE,TN - TENNESSEE,1 - DRIVER LICENSE,N - NOT INJURED
16269244,50,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-26,MONDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
16269824,30,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-26,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16270187,20,"UNSAFE SPEED, NO DRIVERS LICENSE",W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-02-26,MONDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
16270672,70,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-26,MONDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16271436,33,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2018-02-26,MONDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16274868,61,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-26,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",M - CLASS M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16343885,24,"FAIL TO CONTROL SPEED, NO RESTRICTED CLASS M LICENSE",W - WHITE,no data,2018-02-26,MONDAY,1 - MALE,1 - NOT WORN,A - CLASS A,NONE,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,C - POSSIBLE INJURY
16274642,28,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-27,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16274753,23,FAIL TO CONTROL SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-27,TUESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16274933,28,FAIL TO CONTROL SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-27,TUESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16277194,22,NO CHARGES,H - HISPANIC,no data,2018-02-27,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16278483,39,"NO DRIVER LICENSE, FAILED TO MAINTAIN SINGLE LANE",H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-02-27,TUESDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,no data,5 - UNLICENSED,A - SUSPECTED SERIOUS INJURY
16273336,26,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-28,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16274829,45,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-02-28,WEDNESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16275519,23,NO CHARGES,H - HISPANIC,no data,2018-02-28,WEDNESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16319019,61,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-02-28,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,2 - NEGATIVE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
16396034,39,NO CHARGES,A - ASIAN,2 - PROOF OF LIABILITY INSURANCE,2018-02-28,WEDNESDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16275247,44,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-03-01,THURSDAY,1 - MALE,"4 - WORN, UNK DAMAGE",98 - OTHER/OUT OF STATE,OTHER/OUT OF STATE,97 - NOT APPLICABLE,NM - NEW MEXICO,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16275394,53,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-01,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16278379,35,NONE,99 - UNKNOWN,2 - PROOF OF LIABILITY INSURANCE,2018-03-03,SATURDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16278512,27,"NO VALID TEXAS DRIVER LICENSE, FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY",W - WHITE,no data,2018-03-03,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,no data,5 - UNLICENSED,B - SUSPECTED MINOR INJURY
16331218,25,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-04,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",AM - CLASS A AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,B - SUSPECTED MINOR INJURY
16327012,48,NO CHARGES,98 - OTHER,2 - PROOF OF LIABILITY INSURANCE,2018-03-09,FRIDAY,1 - MALE,99 - UNKNOWN IF WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16321960,36,NO CLASS M ENDORSEMENT,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-10,SATURDAY,1 - MALE,1 - NOT WORN,A - CLASS A,NONE,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,N - NOT INJURED
16849747,37,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-03-10,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,NV - NEVADA,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16858386,29,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-10,SATURDAY,1 - MALE,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16322213,37,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-13,TUESDAY,2 - FEMALE,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16318791,12,EVADING ARREST/DETENTION WITH MOTOR VEHICLE,W - WHITE,no data,2018-03-15,THURSDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,no data,5 - UNLICENSED,B - SUSPECTED MINOR INJURY
16323655,23,FAIL TO MAINT FINANCIAL RESPONSIBILITY,W - WHITE,no data,2018-03-15,THURSDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16334740,18,FAILURE TO MAINTAIN SINGLE LANE,H - HISPANIC,no data,2018-03-15,THURSDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16320780,18,UNSAFE SPEED,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-03-16,FRIDAY,1 - MALE,99 - UNKNOWN IF WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16322353,63,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-16,FRIDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16324540,19,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2018-03-16,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",no data,no data,97 - NOT APPLICABLE,no data,no data,B - SUSPECTED MINOR INJURY
16327400,45,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-16,FRIDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16331579,24,FSGI,H - HISPANIC,no data,2018-03-16,FRIDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
16342891,43,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-16,FRIDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16319538,23,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-17,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16320704,36,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-17,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
16325439,43,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2018-03-17,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16330470,32,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-03-17,SATURDAY,1 - MALE,"3 - WORN, NOT DAMAGED",AM - CLASS A AND M,TANK VEHICLE,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,B - SUSPECTED MINOR INJURY
16319500,22,NO CHARGES,H - HISPANIC,no data,2018-03-18,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16321393,49,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-18,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
16331518,29,NO OPERATORS LICENSE,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2018-03-18,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,no data,5 - UNLICENSED,99 - UNKNOWN
16333088,57,NO CHARGES,B - BLACK,no data,2018-03-18,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16319999,45,DRIVING WHILE INTOXICATED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2018-03-19,MONDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
16321969,26,NO CHARGES,H - HISPANIC,no data,2018-03-20,TUESDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
16325629,39,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2018-03-20,TUESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",AM - CLASS A AND M,"TANK VEHICLE, HAZARDOUS MATERIALS",97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,C - POSSIBLE INJURY
