,crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity
181,16325629.0,39,no charges,h - hispanic,2018-03-20,tuesday,1 - male,"3 - worn, not damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury
182,16318893.0,19,no charges,h - hispanic,2018-03-21,wednesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
183,16319146.0,30,no charges,98 - other,2018-03-21,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
184,16319851.0,57,no charges,b - black,2018-03-21,wednesday,1 - male,"3 - worn, not damaged",98 - other/out of state,0,nv - nevada,1 - driver license,n - not injured
185,16322043.0,63,no charges,w - white,2018-03-21,wednesday,1 - male,"4 - worn, unk damage",,0,,,a - suspected serious injury
186,16325495.0,20,no charges,h - hispanic,2018-03-21,wednesday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
187,16329295.0,43,no charges,w - white,2018-03-21,wednesday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
188,16318570.0,50,no charges,w - white,2018-03-22,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
189,16319376.0,49,no charges,w - white,2018-03-22,thursday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
190,16323318.0,25,"unsafe change from direct course, no motorcycle license, fail to maintain financial responsibility",b - black,2018-03-22,thursday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
191,16334063.0,25,no charges,w - white,2018-03-22,thursday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,n - not injured
192,16339483.0,58,failed to control speed,w - white,2018-03-22,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
193,16342389.0,34,no charges,w - white,2018-03-22,thursday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
194,16342463.0,41,no charges,w - white,2018-03-22,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
195,16318503.0,53,no charges,99 - unknown,2018-03-23,friday,1 - male,99 - unknown if worn,99 - unknown,0,un - unknown,99 - unknown,b - suspected minor injury
196,16324877.0,23,"no class m license, expired registration, no insurance",w - white,2018-03-23,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
197,16326481.0,80,no charges,h - hispanic,2018-03-23,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
198,16332935.0,53,no charges,w - white,2018-03-23,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
199,16318540.0,56,no charges,w - white,2018-03-24,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
200,16319820.0,31,no charges,w - white,2018-03-24,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
201,16322659.0,35,no charges,w - white,2018-03-24,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
202,16327097.0,22,no charges,h - hispanic,2018-03-24,saturday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
203,16330934.0,51,no charges,w - white,2018-03-24,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
204,16331022.0,41,no charges,w - white,2018-03-24,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
205,16332369.0,68,"fail to drive in single lane, improper type license",w - white,2018-03-24,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
206,16338287.0,21,"fail to maintain financial responsibility, violate non-cdl endorsement- no m end., unsafe speed",h - hispanic,2018-03-24,saturday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
207,16341623.0,41,driving while intoxicated,h - hispanic,2018-03-24,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
208,16342253.0,32,"operate atv on public street, road, highway",w - white,2018-03-24,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
209,16319375.0,68,no charges,w - white,2018-03-25,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
210,16319912.0,36,no restricted class m license motor driven cycle,w - white,2018-03-25,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
211,16320743.0,61,no charges,w - white,2018-03-25,sunday,1 - male,1 - not worn,98 - other/out of state,0,ok - oklahoma,1 - driver license,a - suspected serious injury
212,16321666.0,48,no charges,w - white,2018-03-25,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
213,16322580.0,41,no charges,h - hispanic,2018-03-25,sunday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
214,16330172.0,29,no charges,h - hispanic,2018-03-25,sunday,1 - male,"3 - worn, not damaged",98 - other/out of state,0,mx - mexico,98 - other,b - suspected minor injury
215,16331542.0,28,no charges,a - asian,2018-03-25,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
217,16649144.0,62,no charges,w - white,2018-03-25,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
218,16318588.0,19,no charges,w - white,2018-03-26,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
219,16321540.0,39,driving while intoxicated,w - white,2018-03-26,monday,1 - male,1 - not worn,98 - other/out of state,0,ar - arkansas,1 - driver license,b - suspected minor injury
220,16321762.0,35,"fail to control speed, no drivers license, fail to maintain financial responsibility",h - hispanic,2018-03-26,monday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
221,16323543.0,62,no charges,w - white,2018-03-26,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
222,16330512.0,19,"no motor cycle endorsement, fail to control speed, no insurance, expired registration",h - hispanic,2018-03-26,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
223,16332707.0,24,no charges,h - hispanic,2018-03-26,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
224,16333444.0,26,"unsafe speed, no motorcycle license, fail to maintain financial responsibility",w - white,2018-03-26,monday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
225,16339494.0,35,no charges,w - white,2018-03-26,monday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
226,16322418.0,30,no charges,a - asian,2018-03-27,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
227,16322904.0,17,no charges,w - white,2018-03-27,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
228,16328744.0,22,no charges,w - white,2018-03-27,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
229,16329066.0,56,unsafe speed,w - white,2018-03-27,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
230,16329220.0,17,no charges,w - white,2018-03-27,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
231,16330269.0,31,no charges,w - white,2018-03-27,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
232,16338414.0,28,no charges,h - hispanic,2018-03-27,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
233,16326169.0,22,no charges,h - hispanic,2018-03-29,thursday,1 - male,1 - not worn,a - class a,0,tx - texas,1 - driver license,b - suspected minor injury
234,16326189.0,26,operating a vehicle without a license for that type of vehic,h - hispanic,2018-03-29,thursday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
235,16326406.0,23,no charges,b - black,2018-03-29,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
236,16328565.0,24,no charges,b - black,2018-03-29,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
237,16331353.0,22,no charges,98 - other,2018-03-29,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
238,16331851.0,58,no charges,w - white,2018-03-29,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
239,16335131.0,32,no charges,w - white,2018-03-29,thursday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
240,16335341.0,60,no charges,h - hispanic,2018-03-29,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
241,16340961.0,22,evading arrest or detention,b - black,2018-03-29,thursday,2 - female,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
242,16343647.0,53,no charges,w - white,2018-03-29,thursday,1 - male,1 - not worn,98 - other/out of state,0,ar - arkansas,1 - driver license,k - fatal injury
243,16386928.0,24,"no insurance, no class m endorsement on dl",h - hispanic,2018-03-29,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
244,16327598.0,46,no charges,b - black,2018-03-30,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
245,16329693.0,47,no charges,w - white,2018-03-30,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
246,16329887.0,21,no charges,w - white,2018-03-30,friday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
247,16335101.0,26,no charges,w - white,2018-03-30,friday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ia - iowa,1 - driver license,b - suspected minor injury
249,16335926.0,27,no valid texas driver license,h - hispanic,2018-03-30,friday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
250,16338675.0,21,no charges,b - black,2018-03-30,friday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
251,16338679.0,29,no charges,98 - other,2018-03-30,friday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
252,16846147.0,50,no charges,h - hispanic,2018-03-30,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
253,16328505.0,34,dwi,h - hispanic,2018-03-31,saturday,1 - male,1 - not worn,98 - other/out of state,0,nm - new mexico,1 - driver license,a - suspected serious injury
254,16331320.0,40,no motorcycle license,w - white,2018-03-31,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
255,16332114.0,32,no charges,w - white,2018-03-31,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
256,16336577.0,68,fail to drive in a single lane,w - white,2018-03-31,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
257,16336594.0,55,"unsafe speed, improper driver license for type vehicle",w - white,2018-03-31,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,n - not injured
258,16338312.0,45,no charges,w - white,2018-03-31,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
259,16342876.0,49,no charges,w - white,2018-03-31,saturday,1 - male,"3 - worn, not damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury
260,16328692.0,30,no charges,w - white,2018-04-01,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury
261,16330824.0,30,no charges,h - hispanic,2018-04-01,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
262,16332699.0,35,no charges,h - hispanic,2018-04-01,sunday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
263,16334855.0,51,no charges,h - hispanic,2018-04-01,sunday,1 - male,1 - not worn,am - class a and m,1,tx - texas,1 - driver license,b - suspected minor injury
264,16335423.0,24,fail to control speed,h - hispanic,2018-04-01,sunday,1 - male,"3 - worn, not damaged",a - class a,0,tx - texas,2 - commercial driver lic.,n - not injured
265,16336832.0,41,"fail to control speed, unsafe speed",w - white,2018-04-01,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
266,16337439.0,41,"no insurance, failure to maintain single lane",w - white,2018-04-01,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
267,16337491.0,27,fail to drive in single lane,h - hispanic,2018-04-01,sunday,1 - male,"2 - worn, damaged",bm - class b and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury
268,16339222.0,29,"unsafe speed, no restricted class m license, motor driven cycle, driving while intoxicated - 1st offense bac over .15",w - white,2018-04-01,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
269,16342482.0,62,no charges,h - hispanic,2018-04-01,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
270,16335408.0,37,no charges,h - hispanic,2018-04-02,monday,2 - female,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
271,16335079.0,21,no charges,w - white,2018-04-03,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
273,16338588.0,36,no charges,w - white,2018-04-04,wednesday,1 - male,"3 - worn, not damaged",98 - other/out of state,0,wa - washington,1 - driver license,b - suspected minor injury
274,16340175.0,21,no charges,w - white,2018-04-05,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
275,16340281.0,21,no charges,w - white,2018-04-05,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
