crash_id,license_plate_state,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year,person_injury_severity
16320704,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,AMERICAN IRON HORSE,TEXAS CHOPPER (AMERICAN IRON HORSE),2006,K - FATAL INJURY
16325439,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,M109R / VZR1800 (SUZUKI),2009,B - SUSPECTED MINOR INJURY
16330470,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,XLH (HARLEY-DAVIDSON),2008,B - SUSPECTED MINOR INJURY
16319500,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX-R1000 (SUZUKI),2003,B - SUSPECTED MINOR INJURY
16321393,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,no data,no data,B - SUSPECTED MINOR INJURY
16333088,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,no data,1997,B - SUSPECTED MINOR INJURY
16319999,TX - TEXAS,MC - MOTORCYCLE,PLE - PURPLE,no data,HONDA,UNKNOWN (HONDA),2007,A - SUSPECTED SERIOUS INJURY
16321969,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,YZFR1 (YAMAHA),2004,B - SUSPECTED MINOR INJURY
16325629,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XV1700 (YAMAHA),2007,B - SUSPECTED MINOR INJURY
16318893,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,NSS250 (HONDA),2005,A - SUSPECTED SERIOUS INJURY
16319146,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2008,A - SUSPECTED SERIOUS INJURY
16319851,NV - NEVADA,MC - MOTORCYCLE,RED - RED,no data,VICTORY MOTORCYCLES,UNKNOWN (VICTORY MOTORCYCLES),2016,N - NOT INJURED
16322043,no data,MC - MOTORCYCLE,BRO - BROWN,no data,KAWASAKI,ZR750 (KAWASAKI),2018,A - SUSPECTED SERIOUS INJURY
16325495,no data,MC - MOTORCYCLE,BLK - BLACK,no data,OTHER (EXPLAIN IN NARRATIVE),OTHER (EXPLAIN IN NARRATIVE) (OTHER (EXPLAIN IN NARRATIVE)),2017,A - SUSPECTED SERIOUS INJURY
16329295,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2006,B - SUSPECTED MINOR INJURY
16318570,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
16319376,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXDF (HARLEY-DAVIDSON),2010,B - SUSPECTED MINOR INJURY
16323318,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,UNKNOWN (KAWASAKI),2012,B - SUSPECTED MINOR INJURY
16334063,TX - TEXAS,MC - MOTORCYCLE,no data,no data,SUZUKI,GS500 (SUZUKI),2003,N - NOT INJURED
16339483,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HONDA,UNKNOWN (HONDA),2008,B - SUSPECTED MINOR INJURY
16342389,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,KAWASAKI,KL650 (KAWASAKI),2017,B - SUSPECTED MINOR INJURY
16342463,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,12 - DEFECTIVE OR SLICK TIRES,HARLEY-DAVIDSON,FLHR/I (HARLEY-DAVIDSON),2002,K - FATAL INJURY
16318503,UN - UNKNOWN,MC - MOTORCYCLE,YEL - YELLOW,no data,BUELL,UNKNOWN (BUELL),2000,B - SUSPECTED MINOR INJURY
16324877,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,no data,2001,B - SUSPECTED MINOR INJURY
16326481,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2012,A - SUSPECTED SERIOUS INJURY
16332935,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),2005,B - SUSPECTED MINOR INJURY
16318540,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,UNKNOWN (HONDA),2000,B - SUSPECTED MINOR INJURY
16319820,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,VICTORY MOTORCYCLES,CROSS COUNTRY (VICTORY MOTORCYCLES),2012,B - SUSPECTED MINOR INJURY
16322659,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2001,B - SUSPECTED MINOR INJURY
16327097,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HONDA,CBR600 (HONDA),2002,B - SUSPECTED MINOR INJURY
16330934,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,12 - DEFECTIVE OR SLICK TIRES,KAWASAKI,NINJA ZX (KAWASAKI),2015,A - SUSPECTED SERIOUS INJURY
16331022,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
16332369,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,VICTORY MOTORCYCLES,UNKNOWN (VICTORY MOTORCYCLES),2012,A - SUSPECTED SERIOUS INJURY
16338287,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX (SUZUKI),2006,B - SUSPECTED MINOR INJURY
16341623,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,INDIAN MOTORCYCLE CO.,SCOUT (INDIAN MOTORCYCLE CO.),2015,B - SUSPECTED MINOR INJURY
16342253,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,CRF150 (HONDA),2009,A - SUSPECTED SERIOUS INJURY
16319375,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,KAWASAKI,KL650 (KAWASAKI),2017,B - SUSPECTED MINOR INJURY
16319912,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,CBR900 (HONDA),2003,B - SUSPECTED MINOR INJURY
16320743,OK - OKLAHOMA,MC - MOTORCYCLE,MAR - MAROON,no data,HARLEY-DAVIDSON,FLHTCU (HARLEY-DAVIDSON),2001,A - SUSPECTED SERIOUS INJURY
16321666,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HONDA,CBR1000 (HONDA),2015,B - SUSPECTED MINOR INJURY
16322580,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,BMW,S 1000 (BMW),2013,B - SUSPECTED MINOR INJURY
16330172,MX - MEXICO,MC - MOTORCYCLE,BLK - BLACK,no data,INDIAN MOTORCYCLE CO.,UNKNOWN (INDIAN MOTORCYCLE CO.),2016,B - SUSPECTED MINOR INJURY
16331542,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,UNKNOWN (YAMAHA),2010,B - SUSPECTED MINOR INJURY
16649144,TX - TEXAS,MC - MOTORCYCLE,no data,no data,HARLEY-DAVIDSON,FLHTP (HARLEY-DAVIDSON),2003,A - SUSPECTED SERIOUS INJURY
16318588,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,no data,2003,B - SUSPECTED MINOR INJURY
16321540,AR - ARKANSAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,VRSCF (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
16321762,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,YZF750 (YAMAHA),2001,B - SUSPECTED MINOR INJURY
16323543,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,ALL OTHER MAKES,UNKNOWN (ALL OTHER MAKES),2012,A - SUSPECTED SERIOUS INJURY
16330512,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),2002,B - SUSPECTED MINOR INJURY
16332707,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2016,B - SUSPECTED MINOR INJURY
16333444,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR250 (HONDA),2009,B - SUSPECTED MINOR INJURY
16339494,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HONDA,no data,2015,B - SUSPECTED MINOR INJURY
16322418,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,CBR1000 (HONDA),2015,B - SUSPECTED MINOR INJURY
16322904,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,TRIUMPH MOTORCYCLE,BONNEVILLE (TRIUMPH MOTORCYCLE),2014,B - SUSPECTED MINOR INJURY
16328744,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ER650 (KAWASAKI),2015,B - SUSPECTED MINOR INJURY
16329066,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2002,B - SUSPECTED MINOR INJURY
16329220,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2007,B - SUSPECTED MINOR INJURY
16330269,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2007,B - SUSPECTED MINOR INJURY
16338414,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,12 - DEFECTIVE OR SLICK TIRES,YAMAHA,XVS1100 (YAMAHA),2007,N - NOT INJURED
16326169,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,CM250 (HONDA),2003,B - SUSPECTED MINOR INJURY
16326189,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX-R1000 (SUZUKI),2003,B - SUSPECTED MINOR INJURY
16326406,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),1991,B - SUSPECTED MINOR INJURY
16328565,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,KAWASAKI,ZX600 (KAWASAKI),2001,B - SUSPECTED MINOR INJURY
16331353,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,KLX650 (KAWASAKI),2007,B - SUSPECTED MINOR INJURY
16331851,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,no data,2006,N - NOT INJURED
16335131,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,ZR1200 (KAWASAKI),2001,B - SUSPECTED MINOR INJURY
16335341,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2003,B - SUSPECTED MINOR INJURY
16340961,TX - TEXAS,MC - MOTORCYCLE,YEL - YELLOW,98 - OTHER  (EXPLAIN IN NARRATIVE),SUZUKI,GSX (SUZUKI),2003,B - SUSPECTED MINOR INJURY
16343647,AR - ARKANSAS,MC - MOTORCYCLE,SIL - SILVER,98 - OTHER  (EXPLAIN IN NARRATIVE),HONDA,ST1300 (HONDA),2007,K - FATAL INJURY
16386928,TX - TEXAS,MC - MOTORCYCLE,BRO - BROWN,no data,HARLEY-DAVIDSON,XL1200 (HARLEY-DAVIDSON),1999,B - SUSPECTED MINOR INJURY
16327598,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HONDA,no data,2006,B - SUSPECTED MINOR INJURY
16329693,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
16329887,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,TRIUMPH MOTORCYCLE,DAYTONA (TRIUMPH MOTORCYCLE),2007,B - SUSPECTED MINOR INJURY
16335101,IA - IOWA,MC - MOTORCYCLE,WHI - WHITE,no data,KAWASAKI,ER650 (KAWASAKI),2017,B - SUSPECTED MINOR INJURY
16335926,no data,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX1300 (SUZUKI),2011,A - SUSPECTED SERIOUS INJURY
16338675,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,GSX-R600 (SUZUKI),2005,A - SUSPECTED SERIOUS INJURY
16338679,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,UNKNOWN (SUZUKI),2006,A - SUSPECTED SERIOUS INJURY
16846147,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2006,A - SUSPECTED SERIOUS INJURY
16328505,NM - NEW MEXICO,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,VN1600 (KAWASAKI),2004,A - SUSPECTED SERIOUS INJURY
16331320,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLH80 (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
16332114,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,UNKNOWN (KAWASAKI),2007,B - SUSPECTED MINOR INJURY
16336577,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,KAWASAKI,VN1700 (KAWASAKI),2013,N - NOT INJURED
16336594,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,HARLEY-DAVIDSON,FLTRX (HARLEY-DAVIDSON),2015,N - NOT INJURED
16338312,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,BMW,no data,2008,B - SUSPECTED MINOR INJURY
16342876,TX - TEXAS,MC - MOTORCYCLE,BGE - BEIGE,no data,HARLEY-DAVIDSON,FLHR (HARLEY-DAVIDSON),2014,A - SUSPECTED SERIOUS INJURY
16328692,TX - TEXAS,MC - MOTORCYCLE,PLE - PURPLE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2004,K - FATAL INJURY
16330824,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX636 (KAWASAKI),2006,A - SUSPECTED SERIOUS INJURY
16332699,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,YAMAHA,XV1000 (YAMAHA),2009,A - SUSPECTED SERIOUS INJURY
16334855,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,VL1500 (SUZUKI),2007,B - SUSPECTED MINOR INJURY
16335423,TX - TEXAS,MC - MOTORCYCLE,MUL - MULTICOLORED,no data,HONDA,C-SERIES (HONDA),2010,N - NOT INJURED
16336832,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,VZR1800 (SUZUKI),2017,B - SUSPECTED MINOR INJURY
16337439,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,UNKNOWN (HONDA),1995,A - SUSPECTED SERIOUS INJURY
16337491,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,VTX1300 (HONDA),2007,B - SUSPECTED MINOR INJURY
16339222,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2008,A - SUSPECTED SERIOUS INJURY
16342482,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2007,B - SUSPECTED MINOR INJURY
16335408,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
16335079,TX - TEXAS,MC - MOTORCYCLE,no data,no data,ISUZU,UNKNOWN (ISUZU),2003,B - SUSPECTED MINOR INJURY
16338588,WA - WASHINGTON,MC - MOTORCYCLE,BLK - BLACK,no data,VICTORY MOTORCYCLES,HIGH-BALL (VICTORY MOTORCYCLES),2012,B - SUSPECTED MINOR INJURY
16340175,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,MOTO GUZZI,UNKNOWN (MOTO GUZZI),2016,B - SUSPECTED MINOR INJURY
16340281,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,YAMAHA,YZFR6 (YAMAHA),2009,B - SUSPECTED MINOR INJURY
16342115,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HONDA,ST1300 (HONDA),2006,B - SUSPECTED MINOR INJURY
16343337,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,BMW,R100 (BMW),1992,B - SUSPECTED MINOR INJURY
16343483,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR1100 (HONDA),1999,A - SUSPECTED SERIOUS INJURY
16342232,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2017,B - SUSPECTED MINOR INJURY
16342731,UN - UNKNOWN,MC - MOTORCYCLE,RED - RED,no data,HONDA,CRF150 (HONDA),2009,B - SUSPECTED MINOR INJURY
16385001,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLTRX (HARLEY-DAVIDSON),2017,A - SUSPECTED SERIOUS INJURY
16391168,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,VICTORY MOTORCYCLES,UNKNOWN (VICTORY MOTORCYCLES),2006,B - SUSPECTED MINOR INJURY
16393269,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),2009,B - SUSPECTED MINOR INJURY
16384802,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1996,N - NOT INJURED
16393087,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,YAMAHA,UNKNOWN (YAMAHA),2003,B - SUSPECTED MINOR INJURY
16384424,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLT (HARLEY-DAVIDSON),2016,B - SUSPECTED MINOR INJURY
16397260,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2014,N - NOT INJURED
16391582,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,10 - DEFECTIVE OR NO VEHICLE BRAKES,KAWASAKI,NINJA ZX (KAWASAKI),2007,B - SUSPECTED MINOR INJURY
16403854,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XR1200 (HARLEY-DAVIDSON),2016,B - SUSPECTED MINOR INJURY
16385880,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLTRU (HARLEY-DAVIDSON),2016,N - NOT INJURED
16391376,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,GSX-R1000 (SUZUKI),2014,A - SUSPECTED SERIOUS INJURY
16391941,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HONDA,VT1100 (HONDA),2010,B - SUSPECTED MINOR INJURY
16384533,TX - TEXAS,MC - MOTORCYCLE,GLD - GOLD,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
16391216,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,NINJA ZX (KAWASAKI),2016,A - SUSPECTED SERIOUS INJURY
16396057,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HONDA,GL1800 (HONDA),2008,B - SUSPECTED MINOR INJURY
16408552,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2016,A - SUSPECTED SERIOUS INJURY
16453579,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2011,B - SUSPECTED MINOR INJURY
16386727,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,HARLEY-DAVIDSON,FLHX (HARLEY-DAVIDSON),2018,K - FATAL INJURY
16389086,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHTCU (HARLEY-DAVIDSON),2012,K - FATAL INJURY
16389732,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLTRSE3 (HARLEY-DAVIDSON),2016,K - FATAL INJURY
16396555,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR1000 (HONDA),2016,B - SUSPECTED MINOR INJURY
16398785,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,YAMAHA,UNKNOWN (YAMAHA),2014,A - SUSPECTED SERIOUS INJURY
16400156,FL - FLORIDA,MC - MOTORCYCLE,YEL - YELLOW,no data,HARLEY-DAVIDSON,FXDWG (HARLEY-DAVIDSON),1995,A - SUSPECTED SERIOUS INJURY
16400374,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2006,B - SUSPECTED MINOR INJURY
16405927,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHR (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
16516682,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,FLS (HARLEY-DAVIDSON),2008,A - SUSPECTED SERIOUS INJURY
16385142,TX - TEXAS,MC - MOTORCYCLE,TAN - TAN,no data,HONDA,VTX1300 (HONDA),2007,A - SUSPECTED SERIOUS INJURY
16385403,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FLHX (HARLEY-DAVIDSON),2016,A - SUSPECTED SERIOUS INJURY
16386212,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,SUZUKI,GSX (SUZUKI),2011,B - SUSPECTED MINOR INJURY
16386241,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,DL1000 (SUZUKI),2001,N - NOT INJURED
16387109,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,YAMAHA,UNKNOWN (YAMAHA),2009,B - SUSPECTED MINOR INJURY
16388064,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2007,A - SUSPECTED SERIOUS INJURY
16389154,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,VT750 (HONDA),2006,N - NOT INJURED
16389499,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,EX650 (KAWASAKI),2015,A - SUSPECTED SERIOUS INJURY
16390357,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,HONDA,CBR250 (HONDA),2013,B - SUSPECTED MINOR INJURY
16390560,LA - LOUISIANA,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,FXDL (HARLEY-DAVIDSON),2003,B - SUSPECTED MINOR INJURY
16396507,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXLR (HARLEY-DAVIDSON),2018,B - SUSPECTED MINOR INJURY
16398990,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,VL800 (SUZUKI),2013,A - SUSPECTED SERIOUS INJURY
16408321,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,UNKNOWN (KAWASAKI),2013,A - SUSPECTED SERIOUS INJURY
16385916,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZR750 (KAWASAKI),2006,B - SUSPECTED MINOR INJURY
16386993,FL - FLORIDA,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,NINJA ZX (KAWASAKI),2009,N - NOT INJURED
16388927,TX - TEXAS,MC - MOTORCYCLE,PLE - PURPLE,no data,SUZUKI,GSX (SUZUKI),2003,N - NOT INJURED
16393216,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,CMX250 (HONDA),2017,B - SUSPECTED MINOR INJURY
16385659,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,VF700 (HONDA),1987,B - SUSPECTED MINOR INJURY
16396131,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,OTHER (EXPLAIN IN NARRATIVE),OTHER (EXPLAIN IN NARRATIVE) (OTHER (EXPLAIN IN NARRATIVE)),2017,B - SUSPECTED MINOR INJURY
16398741,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,VN900 (KAWASAKI),2007,B - SUSPECTED MINOR INJURY
16386803,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,no data,2014,B - SUSPECTED MINOR INJURY
16387997,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1999,B - SUSPECTED MINOR INJURY
16394130,KS - KANSAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLHRC (HARLEY-DAVIDSON),2007,A - SUSPECTED SERIOUS INJURY
16394825,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,VICTORY MOTORCYCLES,UNKNOWN (VICTORY MOTORCYCLES),2013,A - SUSPECTED SERIOUS INJURY
16406290,no data,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,YZFR6 (YAMAHA),2008,B - SUSPECTED MINOR INJURY
16388445,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,no data,2014,B - SUSPECTED MINOR INJURY
16389469,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,EX650 (KAWASAKI),2008,A - SUSPECTED SERIOUS INJURY
16391493,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,YAMAHA,no data,2002,B - SUSPECTED MINOR INJURY
16391932,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2007,A - SUSPECTED SERIOUS INJURY
16392947,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2009,A - SUSPECTED SERIOUS INJURY
16393759,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,no data,2008,B - SUSPECTED MINOR INJURY
16396469,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,YZFR6 (YAMAHA),2002,B - SUSPECTED MINOR INJURY
16395435,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,SUZUKI,GSX (SUZUKI),2007,A - SUSPECTED SERIOUS INJURY
